housing_id,housing_median_age,total_rooms,total_bedrooms,population,median_house_value,households
15340,50,1835,430,599,87700,399
15341,40,6235,1233,4127,151600,1162
15342,49,4835,854,2983,152100,834
15343,48,2204,482,1435,125600,462
15344,51,1837,287,934,189800,277
15345,43,2971,606,2051,117100,493
15346,2,1502,367,1514,103300,342
15347,46,1315,311,1425,99600,306
15348,26,6131,1040,4049,150700,940
15349,20,2513,351,1151,359000,357
15350,17,4609,798,2582,173900,746
15351,36,1678,275,1227,133800,264
15352,19,2329,419,1456,131000,381
15353,23,3483,764,2140,102300,687
15354,38,3075,630,1843,97100,674
15355,35,2499,420,1314,186900,398
15356,10,8206,1523,4399,170900,1423
15357,16,3737,757,2212,141000,727
15358,27,2919,592,1130,155600,579
15359,39,1905,416,1258,127900,388
15360,31,4543,881,2298,143400,870
15361,29,25135,4819,35682,134400,4769
15362,22,2866,442,1354,257300,431
15363,37,3165,482,1351,263300,452
15364,28,2924,433,1193,331300,394
15365,34,5294,817,2312,325700,810
15366,32,3310,488,1104,314400,460
15367,47,3313,679,1022,189900,564
15368,44,6358,1182,2778,295900,1020
15369,30,1921,312,862,376800,280
15370,18,3536,765,2007,146700,687
15371,45,2704,463,1322,227000,424
15372,33,3339,704,1727,173200,652
15373,24,2792,525,1696,171200,516
15374,15,1614,431,1031,134400,389
15375,14,2699,543,1425,137300,491
15376,13,2221,548,1440,154600,501
15377,25,1755,530,1687,146900,511
15378,5,4687,793,2436,180900,779
15379,12,2786,480,1250,222600,450
15380,6,3725,960,2833,247000,915
15381,8,1902,338,848,273300,304
15382,9,3031,554,1301,296100,518
15383,7,2889,587,1931,208300,510
15384,3,5392,821,2350,291500,810
15385,4,3518,658,2091,168800,610
15386,11,2921,639,1838,117000,540
15387,1,1088,209,601,243800,193
15388,41,1800,312,891,267600,281
15389,21,3103,569,1704,264700,539
15390,52,3016,601,1727,232800,541
15391,42,2073,313,573,419200,221
15392,50,5898,1002,3129,254100,945
15393,40,2980,539,1531,250000,505
15394,49,4132,773,2012,234500,703
15395,48,4068,829,918,281300,500
15396,51,5819,919,2228,298100,866
15397,43,3337,571,1385,272200,512
15398,2,4992,17,2106,307300,801
15399,46,2690,459,1253,294600,393
15400,26,4409,629,1875,286400,609
15401,20,3675,672,1693,190800,597
15402,17,2134,643,1555,175000,560
15403,36,1430,343,704,162500,322
15404,19,1991,330,1014,240100,304
15405,23,3756,648,1767,196000,614
15406,38,1718,308,1194,150900,312
15407,35,2899,657,1946,172000,579
15408,10,2334,573,962,97000,557
15409,16,3224,729,1036,148800,608
15410,27,1962,334,1173,162500,349
15411,39,2486,626,1938,151400,525
15412,31,544,108,348,164600,127
15413,29,6160,993,2997,205000,1029
15414,22,20908,3933,9690,198500,3510
15415,37,2283,337,999,196700,325
15416,28,1420,311,470,90800,313
15417,34,2832,542,1065,98600,531
15418,32,5764,996,3161,177500,1012
15419,47,2010,347,1160,142600,331
15420,44,2167,443,1654,135800,435
15421,30,1906,408,1325,136000,427
15422,18,1472,261,1012,175600,285
15423,45,2145,379,1360,150700,404
15424,33,3163,725,1675,121900,629
15425,24,1852,322,978,156900,332
15426,15,973,289,663,139300,209
15427,14,2697,639,1633,165800,580
15428,13,1944,488,1992,127200,453
15429,25,1872,489,1859,121700,446
15430,5,1846,419,1581,111300,387
15431,12,1631,415,1045,147500,386
15432,6,1701,404,989,171700,367
15433,8,2361,618,1472,124500,596
15434,9,2050,473,1302,131300,471
15435,7,1203,292,1035,117000,293
15436,3,1934,386,861,213800,381
15437,4,4400,828,1901,198800,735
15438,11,1736,277,801,205500,292
15439,1,3372,720,1770,166000,693
15440,41,2284,360,999,212500,356
15441,21,3337,518,1288,253700,466
15442,52,3004,656,1948,216900,606
15443,42,3371,773,1481,215700,627
15444,50,2342,595,1518,216100,545
15445,40,2629,509,1044,158500,522
15446,49,1891,306,830,207000,279
15447,48,1569,351,1035,159400,352
15448,51,2554,447,1147,192500,422
15449,43,3337,565,1646,200200,554
15450,2,7880,1533,3760,182600,1460
15451,46,2143,299,828,239000,283
15452,26,2349,312,809,283900,282
15453,20,5846,894,2282,247800,801
15454,17,1704,263,781,224400,281
15455,36,3780,792,1632,111400,721
15456,19,821,176,436,160600,168
15457,23,3002,591,842,157300,538
15458,38,676,118,384,178100,126
15459,35,4540,793,2235,225600,746
15460,10,23915,4135,10877,244900,3958
15461,16,2560,445,952,87500,448
15462,27,9998,1874,3925,237500,1672
15463,39,1487,362,810,135700,322
15464,31,3066,625,1164,228100,582
15465,29,4624,946,2091,214500,808
15466,22,4273,886,2328,183900,801
15467,37,1787,361,1446,163800,362
15468,28,3765,612,1722,218500,593
15469,34,3561,722,1921,209700,657
15470,32,2937,698,1246,196000,579
15471,47,4503,1137,3094,91600,1091
15472,44,4091,864,1927,199000,765
15473,30,2025,414,1663,139200,403
15474,18,4576,848,2314,210400,705
15475,45,4839,954,1708,163300,952
15476,33,1889,368,754,132800,409
15477,24,596,115,426,214300,137
15478,15,5923,1206,3943,159900,1006
15479,14,4750,962,2726,158500,905
15480,13,1660,12,733,202700,214
15481,25,2241,381,997,193200,390
15482,5,1149,182,702,168400,192
15483,12,1129,198,758,174600,178
15484,6,1070,208,470,158900,217
15485,8,3907,671,1759,172600,663
15486,9,1649,278,993,170700,277
15487,7,2618,539,1320,171400,512
15488,3,1710,272,1025,163600,267
15489,4,2363,408,1211,172600,396
15490,11,2258,456,1147,153900,433
15491,1,3652,923,1677,92000,728
15492,41,6225,1683,5410,117500,1580
15493,7,3068,596,912,168000,554
15494,3,4372,736,1473,247800,675
15495,4,3261,689,926,258900,561
15496,11,3470,601,1197,279900,552
15497,1,8552,1437,3335,255800,1323
15498,41,3487,545,1410,240300,557
15499,21,1862,291,685,237400,248
15500,52,3676,720,1176,171900,614
15501,42,2398,407,349,500001,169
15502,50,3730,761,1335,227100,603
15503,40,5320,855,2015,279600,768
15504,49,3651,465,1311,340300,435
15505,48,7208,1012,3097,285200,1014
15506,51,5080,814,1958,299600,716
15507,43,5685,1442,3773,129900,1250
15508,2,1497,250,827,154200,239
15509,46,1430,292,921,160900,294
15510,26,2546,429,1683,160600,408
15511,20,1893,297,936,157700,287
15512,17,2155,379,1158,147500,360
15513,36,3154,488,1656,222400,429
15514,19,5391,886,2732,212800,830
15515,23,5465,974,2844,174800,950
15516,38,2465,412,1226,183800,428
15517,35,6341,1030,2697,206700,977
15518,10,2994,522,1231,180400,503
15519,16,2629,494,1444,156800,503
15520,27,3958,865,1981,137500,840
15521,39,6817,1632,4526,135300,1474
15522,31,555,165,612,137500,176
15523,29,3819,674,2447,137200,717
15524,22,7746,2035,5370,98500,1838
15525,37,13814,2888,6583,150000,2789
15526,28,4552,1166,2737,136300,1051
15527,34,8742,2114,4854,143500,1957
15528,32,8466,2628,7014,113700,2267
15529,47,107,44,107,137500,48
15530,44,8374,1407,2916,191100,1295
15531,30,3159,685,1398,161100,581
15532,18,2810,464,1564,182800,457
15533,45,5546,974,2300,199800,970
15534,33,10665,2576,4917,159500,2424
15535,24,3208,636,1395,190500,582
15536,15,6126,1032,2662,264000,923
15537,14,3164,652,1123,80000,699
15538,13,52,13,59,200000,13
15539,25,961,342,315,275000,201
15540,5,2641,627,1167,132400,647
15541,12,9302,1603,4074,199600,1504
15542,6,1032,235,363,186600,177
15543,8,2402,336,1080,347300,365
15544,9,2756,343,1045,444100,340
15545,7,12045,2162,5640,353000,1997
15546,3,3400,501,1383,249100,488
15547,4,2876,539,1387,177000,499
15548,11,3792,624,1988,178300,658
15549,1,567,184,620,122500,163
15550,41,1356,324,1301,115100,331
15551,21,2094,585,1556,127700,563
15552,52,1713,321,891,171600,286
15553,42,1060,268,823,145500,229
15554,50,2055,473,1326,139900,427
15555,40,1832,444,1669,116700,463
15556,49,674,208,565,114300,188
15557,48,4578,927,2818,187700,900
15558,51,2474,499,1224,146300,461
15559,43,2453,599,1251,127000,529
15560,2,5565,1237,3004,142300,1139
15561,46,7483,1276,3516,262500,1261
15562,26,7000,1185,3555,172800,1118
15563,20,5149,851,2177,287500,783
15564,17,2385,372,1118,169900,369
15565,36,4393,642,2095,223500,677
15566,19,2427,390,1099,167500,362
15567,23,5516,746,2119,320200,662
15568,38,3142,446,1286,248300,419
15569,35,4677,581,1902,335600,566
15570,10,3490,545,1628,239900,535
15571,16,2816,501,1448,210900,452
15572,27,2087,353,992,222600,329
15573,39,2755,519,1474,225900,460
15574,31,1406,260,737,239100,279
15575,29,12480,1946,5102,221000,1697
15576,22,5673,855,2592,199200,797
15577,37,7217,1583,4197,166700,1502
15578,28,3204,541,1818,171500,529
15579,34,3213,634,1975,167200,579
15580,32,9044,1689,5030,164500,1596
15581,47,401,68,251,170200,69
15582,44,1227,202,645,209800,198
15583,30,4190,946,1802,158200,673
15584,18,1820,374,1001,156300,324
15585,45,1731,365,612,172900,258
15586,33,992,224,334,134400,126
15587,24,1985,361,536,148200,209
15588,15,2522,538,616,198100,269
15589,14,1378,272,532,221900,188
15590,13,349,74,120,193800,43
15591,25,4454,852,1754,189900,656
15592,5,2746,514,731,176400,295
15593,12,1791,367,327,100000,185
15594,6,934,284,452,83700,184
15595,8,382,128,194,58800,69
15596,9,4890,1152,1289,98700,570
15597,7,4085,876,2133,116500,718
15598,3,2680,643,1644,127100,516
15599,4,2595,606,1046,110700,367
15600,11,1608,409,567,61800,254
15601,1,4863,845,2266,217400,769
15602,41,4281,786,1891,231800,721
15603,21,3311,702,1627,187200,624
15604,52,3688,817,1969,222900,767
15605,42,3348,481,1222,308600,443
15606,50,3874,565,1672,274600,546
15607,40,4115,847,2032,169100,745
15608,49,843,12,918,240600,152
15609,48,2053,321,993,248900,309
15610,51,4630,624,2048,300300,575
15611,43,3268,491,1431,259900,503
15612,2,2652,393,1355,293100,362
15613,46,4085,751,2129,214500,688
15614,26,2652,520,1421,206100,491
15615,62,1178,545,592,500001,441
15616,41,3991,1311,2305,500001,1201
15617,21,1314,317,473,500001,250
15618,52,2852,581,838,500001,510
15619,42,4985,1355,1848,500001,1255
15620,50,2494,731,958,500001,712
15621,40,741,170,277,500001,165
15622,49,2583,672,1335,500001,613
15623,48,2618,611,1328,350000,559
15624,51,3278,775,1279,500001,709
15625,43,812,252,629,500001,247
15626,2,4088,946,1906,433300,863
15627,46,1288,309,437,500001,272
15628,26,1860,575,679,500001,448
15629,20,2094,568,920,412500,503
15630,17,1349,349,536,250000,334
15631,36,2450,741,1415,375000,664
15632,19,1642,570,1432,300000,513
15633,23,1394,395,1700,168800,400
15634,38,1724,416,1016,400000,395
15635,35,1866,748,2957,243800,710
15636,10,1821,738,1648,450000,684
15637,16,3697,837,1446,500001,711
15638,27,2892,751,1785,350000,733
15639,39,3598,1011,2062,380000,966
15640,31,2797,685,1156,500001,651
15641,29,3823,1040,1830,450000,977
15642,22,3321,1115,1576,458300,1034
15643,37,1777,486,932,420000,427
15644,28,3067,870,2122,287500,850
15645,34,3457,1021,2286,225000,994
15646,32,3364,1100,2112,400000,1045
15647,47,3511,1232,2452,275000,1131
15648,44,2909,851,1711,500001,830
15649,30,3302,869,1178,500001,727
15650,18,2161,544,904,350000,431
15651,45,1999,642,1846,225000,620
15652,33,2302,938,1515,55000,861
15653,24,3260,1535,3260,500001,1457
15654,15,4561,1474,1525,500001,1169
15655,14,1185,660,1007,450000,623
15656,13,1436,738,1688,237500,662
15657,25,3610,1286,1504,500001,1047
15658,5,6016,2509,3436,275000,2119
15659,12,2737,1241,1761,225000,1029
15660,6,5783,2747,4518,225000,2538
15661,8,812,507,628,500001,445
15662,9,1728,884,1211,500001,752
15663,7,3275,837,1137,500001,725
15664,3,3830,11,1310,500001,963
15665,4,1724,412,540,500001,319
15666,11,4309,942,1297,500001,798
15667,1,1375,322,287,500001,184
15668,41,2869,594,500,500001,335
15669,21,3257,735,1045,500001,620
15670,52,1580,470,714,500001,448
15671,42,1006,291,445,500000,257
15672,50,3149,719,1145,500001,658
15673,40,3161,472,842,500001,410
15674,49,2865,593,1029,500001,577
15675,48,1603,487,727,500001,464
15676,51,3172,848,1259,466700,806
15677,43,2788,813,1302,400000,764
15678,2,2994,821,1240,500000,779
15679,46,1976,726,1045,475000,669
15680,26,1006,251,349,500000,233
15681,20,1380,322,553,500001,288
15682,17,2657,772,1014,500001,685
15683,36,2696,572,925,500000,552
15684,19,2520,649,959,500001,607
15685,23,2802,622,954,500001,572
15686,38,4079,1112,1466,500001,1024
15687,35,4506,1342,1980,500001,1239
15688,10,3565,892,1377,500001,852
15689,16,3486,847,1248,500001,813
15690,27,6186,1566,2065,500001,1374
15691,39,1979,359,648,500001,370
15692,31,1335,151,402,500001,157
15693,29,2045,353,722,500001,327
15694,22,1447,186,483,500001,181
15695,37,2196,280,668,500001,291
15696,28,3069,579,1107,500001,536
15697,34,1734,482,731,425000,429
15698,32,1457,215,495,500001,208
15699,47,899,96,304,500001,110
15700,44,2106,373,743,500001,348
15701,30,1817,535,800,500001,487
15702,18,3640,840,1525,500001,796
15703,45,3785,808,1371,500001,799
15704,33,3522,938,1319,500001,887
15705,24,3219,969,1152,500001,830
15706,15,2511,895,1202,87500,804
15707,14,670,301,655,117500,284
15708,13,3312,1095,1475,500001,997
15709,25,3020,842,1294,500001,769
15710,5,1637,394,649,460000,379
15711,12,1903,461,831,500001,433
15712,6,2083,491,1224,468800,483
15713,8,1726,384,614,500000,356
15714,9,2695,657,1243,372200,573
15715,7,2747,699,1320,333300,693
15716,3,2009,464,761,500001,453
15717,4,3975,716,1515,500001,691
15718,11,2459,1001,1362,450000,957
15719,1,2380,843,1245,220000,789
15720,41,1181,310,901,237500,281
15721,21,1345,291,560,494400,294
15722,52,2686,606,1392,355300,578
15723,42,1682,379,837,400000,375
15724,50,1235,314,481,492300,297
15725,40,3510,791,1703,280000,657
15726,49,1545,334,561,412500,326
15727,48,1452,397,897,322700,393
15728,51,1013,194,464,428300,205
15729,43,2033,438,2198,418400,418
15730,2,883,236,601,146900,219
15731,46,2246,587,1277,350000,546
15732,26,3017,851,1588,471400,800
15733,20,2747,736,1309,341700,653
15734,17,1118,279,514,346200,284
15735,36,1364,386,707,293800,379
15736,19,3587,1034,1821,287500,936
15737,23,1205,468,577,275000,363
15738,38,4065,1645,2079,187500,1470
15739,35,1257,339,1093,72500,384
15740,10,2728,908,1670,115000,893
15741,16,2037,696,1371,112500,585
15742,27,989,425,634,275000,341
15743,39,1254,469,895,187500,456
15744,31,1310,364,1009,177500,379
15745,29,1952,628,1284,316700,576
15746,22,4014,1069,2070,442900,927
15747,37,3944,1072,1913,425000,973
15748,28,2911,753,1696,475000,676
15749,34,2705,647,1355,364300,628
15750,32,2339,548,1090,350000,507
15751,47,3188,708,1526,500001,664
15752,44,1722,465,885,500001,437
15753,30,3475,807,1518,500001,777
15754,18,2296,509,1039,500000,472
15755,45,2191,627,1100,500000,585
15756,33,2645,626,1275,492900,553
15757,24,3563,832,1712,335700,787
15758,15,1760,366,742,400000,318
15759,14,2002,520,939,488900,501
15760,13,2994,736,1428,438900,700
15761,25,1086,349,589,250000,361
15762,5,1925,568,867,450000,515
15763,12,1567,482,654,366700,425
15764,6,2514,729,1428,412500,597
15765,8,2416,620,1188,337500,591
15766,9,1862,472,872,222700,471
15767,7,4397,1116,1939,354500,1053
15768,3,2685,629,1170,418800,614
15769,4,2537,559,849,476900,530
15770,11,5604,1268,2023,400000,1196
15771,1,2202,452,833,455900,435
15772,41,3225,667,1494,500001,619
15773,21,3505,745,1374,500001,714
15774,52,2518,507,979,500001,516
15775,42,1457,292,621,450000,315
15776,50,3095,682,1269,500001,639
15777,40,3939,852,1737,500001,797
15778,49,1928,836,2124,55000,739
15779,48,1534,763,1520,375000,614
15780,51,254,72,153,350000,29
15781,43,361,76,168,275000,55
15782,2,1963,565,1628,193800,524
15783,46,352,132,313,350000,105
15784,26,849,276,582,250000,222
15785,41,1014,422,1055,32500,382
15786,21,3464,1179,1441,275000,919
15787,52,1405,515,725,187500,392
15788,42,94,24,113,350000,27
15789,50,5416,1045,4531,250000,962
15790,40,464,202,286,112500,148
15791,49,144,63,1061,225000,68
15792,48,759,323,421,162500,255
15793,51,1176,493,1136,312500,436
15794,43,1291,588,1846,225000,557
15795,2,2185,656,1266,350000,626
15796,46,4226,1315,2619,325000,1242
15797,26,3587,1030,2259,250000,979
15798,20,2714,779,1438,275000,733
15799,17,1582,353,868,250000,329
15800,36,2250,566,1051,350000,562
15801,19,2959,683,1145,361600,666
15802,23,5089,1210,1935,386100,1139
15803,38,4930,1381,2232,316200,1321
15804,35,1581,422,580,423100,388
15805,10,2589,569,945,376600,544
15806,16,2564,457,810,500001,442
15807,27,1968,472,784,370000,430
15808,39,2110,454,816,370000,438
15809,31,2509,496,855,405400,478
15810,29,3771,1017,1575,427300,921
15811,22,2242,459,751,500001,464
15812,37,2356,501,909,455400,481
15813,28,3708,849,1531,386400,822
15814,34,4407,1192,2280,270000,1076
15815,32,4001,1084,2129,391200,1037
15816,47,2088,487,1082,490000,488
15817,44,1190,400,1270,225000,332
15818,30,2038,629,2007,266700,596
15819,18,1494,610,1630,265000,590
15820,45,2150,817,2075,212500,807
15821,33,1855,611,1715,250000,614
15822,24,1207,302,1008,262500,269
15823,15,801,272,639,275000,259
15824,14,1609,510,1155,250000,439
15825,13,1974,525,935,300000,465
15826,25,2112,528,1227,400000,513
15827,5,2708,762,1460,400000,741
15828,12,1564,396,1162,275000,374
15829,6,2700,595,1181,396800,575
15830,8,1970,495,871,355600,474
15831,9,2459,507,1012,387900,475
15832,7,2332,434,861,437500,406
15833,3,2285,509,839,355600,456
15834,4,3114,637,1144,375000,591
15835,11,2082,425,801,368900,411
15836,1,2721,581,1043,383700,519
15837,41,1519,291,573,338800,289
15838,21,1573,334,725,380400,338
15839,52,1615,393,633,347500,378
15840,42,3521,767,1415,362200,687
15841,50,2960,623,1191,347700,589
15842,40,2164,533,1122,306000,469
15843,49,2713,624,1370,325700,594
15844,48,1786,427,856,328100,394
15845,51,2229,498,1079,324300,472
15846,43,2155,468,962,325900,490
15847,2,4850,977,1824,356100,952
15848,46,5457,1247,2304,409700,1180
15849,26,6291,1269,2818,391900,1198
15850,20,2074,366,909,294900,394
15851,17,184,44,118,350000,40
15852,36,3328,653,1260,331000,614
15853,19,2637,539,1159,333100,497
15854,23,1514,314,724,300900,301
15855,38,1142,224,494,298900,206
15856,35,1029,205,461,310800,212
15857,10,248,68,124,450000,51
15858,16,624,170,410,208300,148
15859,27,157,28,88,162500,27
15860,39,1877,427,712,290900,398
15861,31,2316,468,1047,321600,476
15862,29,3390,691,1645,253700,596
15863,22,6848,1584,3269,243300,1383
15864,37,4265,912,1555,298300,836
15865,28,1495,311,506,320000,275
15866,34,1185,246,480,277300,253
15867,32,1427,281,620,262500,236
15868,47,1529,385,1347,239100,348
15869,44,3452,784,2987,260300,753
15870,30,2064,496,1726,233300,466
15871,18,492,139,316,225000,168
15872,45,351,81,308,325000,75
15873,33,2479,515,1816,300000,496
15874,24,2605,678,2071,265000,611
15875,15,1182,307,1029,214600,306
15876,14,1057,276,837,229000,292
15877,13,1919,404,1483,253900,421
15878,25,1892,415,1442,230000,371
15879,5,1678,386,1220,255300,357
15880,12,2164,606,2034,178100,513
15881,6,2452,623,1932,236100,549
15882,8,1282,334,1176,206300,305
15883,9,4110,846,2147,201000,674
15884,7,4864,972,3134,217300,959
15885,3,3490,712,2337,225400,781
15886,4,2462,509,1587,211800,450
15887,11,4037,990,2722,140400,834
15888,1,6804,1664,4737,203400,1581
15889,41,1462,308,924,185300,302
15890,21,120,27,55,187500,19
15891,52,543,14,259,193800,89
15892,42,1388,276,871,193800,265
15893,50,1517,299,879,195100,309
15894,40,1931,329,1025,192000,293
15895,49,1070,224,567,189000,207
15896,48,1489,326,1115,199300,356
15897,51,1609,340,1064,206300,290
15898,43,2893,570,1923,192300,535
15899,2,135,34,93,181300,26
15900,46,3065,622,1405,275900,606
15901,26,1754,382,928,270800,354
15902,20,1403,262,839,255200,255
15903,17,2524,559,1430,254700,476
15904,36,2515,576,1209,284900,540
15905,19,409,86,148,335000,70
15906,23,831,175,415,249000,159
15907,38,1842,339,1032,250800,357
15908,35,2019,418,999,271300,448
15909,10,1916,432,889,279900,424
15910,16,1674,346,734,281300,335
15911,27,1271,353,1076,263900,324
15912,39,2163,607,1447,275000,546
15913,31,1663,330,935,240900,335
15914,29,1728,398,1178,229600,315
15915,22,2058,399,1208,230000,399
15916,37,3426,769,2261,246400,671
15917,28,1651,351,973,240900,366
15918,34,2084,550,1438,258600,516
15919,32,1540,370,1136,243000,363
15920,47,3230,654,1765,292300,611
15921,44,1583,347,935,263200,341
15922,30,1435,322,1008,264000,329
15923,18,1386,276,729,275500,274
15924,45,1289,280,782,259800,235
15925,33,1775,347,1102,267200,367
15926,24,2381,492,1485,270000,447
15927,15,866,205,587,261900,171
15928,14,1819,411,1534,229400,406
15929,13,1871,342,1055,279300,310
15930,25,1791,322,988,254500,304
15931,5,1985,401,1337,240900,424
15932,12,2604,573,1703,230200,507
15933,6,1947,411,1170,238700,384
15934,8,1413,406,1027,233000,362
15935,9,1931,358,1092,271300,356
15936,7,2115,378,1168,272500,365
15937,3,1474,308,998,250300,330
15938,4,1465,306,1119,219400,315
15939,11,971,248,647,239300,208
15940,1,2789,567,1682,276200,552
15941,41,2104,434,1225,242900,410
15942,7,1650,316,904,236200,295
15943,3,2638,546,1789,244700,521
15944,4,2912,562,1989,252600,537
15945,11,3427,696,2363,254000,661
15946,1,2206,478,1583,250500,456
15947,41,2890,571,1769,252000,541
15948,21,3351,719,2101,242000,706
15949,52,3602,738,2270,251800,647
15950,42,1494,306,1463,222600,360
15951,50,1557,405,1173,265000,385
15952,40,2675,585,1773,268500,540
15953,49,1729,319,890,261800,300
15954,48,1380,272,847,260000,284
15955,51,2559,506,1562,270600,498
15956,43,1658,322,1086,261600,326
15957,2,1578,351,1159,243600,299
15958,46,1580,337,1425,246200,330
15959,26,1527,283,1102,231600,282
15960,20,2878,564,1633,266900,528
15961,17,1508,278,1138,266500,304
15962,36,1410,286,879,255600,282
15963,19,1507,282,929,247700,281
15964,23,2711,591,1848,251500,524
15965,38,1230,247,895,248900,257
15966,35,2370,441,1524,264100,470
15967,10,3131,669,2204,251000,600
15968,16,1948,413,1434,219100,396
15969,27,1883,397,1411,238000,438
15970,39,2289,481,1697,226300,465
15971,31,5015,1240,3900,181900,1029
15972,29,2054,433,1738,213900,429
15973,22,1852,429,1615,217800,447
15974,37,1975,440,1528,218300,424
15975,28,1167,250,953,241900,253
15976,34,2602,18,1330,278600,647
15977,32,2236,545,1186,414300,532
15978,47,1824,388,799,435700,363
15979,44,1817,449,948,390000,380
15980,30,5283,1330,2659,500000,1269
15981,18,1072,165,363,367700,168
15982,45,2192,438,954,374200,456
15983,33,2941,783,1545,406500,726
15984,24,2680,740,1587,359600,713
15985,15,2842,670,1396,345700,648
15986,14,2465,489,1170,306700,498
15987,13,2064,484,1055,329600,467
15988,25,3525,941,1675,330000,857
15989,5,4001,809,1886,350000,756
15990,12,3200,689,1391,338000,618
15991,6,2399,426,911,361000,423
15992,8,2413,431,1095,357000,437
15993,9,2747,472,1281,366300,448
15994,7,2807,487,1152,420300,445
15995,3,2464,459,1179,358600,458
15996,4,1590,236,622,500001,232
15997,11,1207,152,465,500001,162
15998,1,2713,396,1090,500001,401
15999,41,3238,544,1293,381700,470
16000,21,1598,285,689,337400,265
16001,52,1538,305,819,333600,319
16002,42,2303,381,862,349000,371
16003,50,1997,356,772,322600,348
16004,40,1363,302,1786,313400,301
16005,49,1849,287,695,394000,258
16006,48,1596,276,642,349500,273
16007,51,1905,291,707,431000,284
16008,43,6429,1093,2535,335100,1109
16009,2,3700,684,1488,313600,623
16010,46,5688,930,2263,346800,908
16011,26,2180,326,856,416900,326
16012,20,2053,281,791,500001,287
16013,17,2055,265,735,500001,252
16014,36,3797,668,1633,363600,658
16015,19,3688,640,1605,365600,567
16016,23,2673,349,876,500001,338
16017,38,3547,506,1276,426800,491
16018,35,2951,406,1115,405200,397
16019,10,2134,277,936,484600,285
16020,16,2151,280,762,500001,274
16021,27,1653,252,641,500001,224
16022,39,1836,319,767,399000,302
16023,31,2401,346,812,394100,328
16024,29,2510,438,1153,335100,407
16025,22,2857,469,1431,344200,496
16026,37,1912,16,970,275500,406
16027,28,2838,567,1411,261400,526
16028,34,1350,241,752,266200,246
16029,32,2035,424,1193,264200,430
16030,47,3581,758,1670,269200,703
16031,44,982,197,653,231900,171
16032,30,1406,235,771,219300,239
16033,18,1773,345,1083,221200,315
16034,45,2690,554,1795,225000,539
16035,33,1723,389,1216,238600,399
16036,24,1207,255,658,228600,220
16037,15,1690,339,962,221500,317
16038,14,2399,419,1225,244100,399
16039,13,2254,18,1388,232000,404
16040,25,2547,511,1577,237900,516
16041,5,1961,427,1211,239400,409
16042,12,968,199,434,239300,162
16043,6,1453,306,817,246700,310
16044,8,1690,307,770,259700,294
16045,9,964,173,613,228900,201
16046,7,2253,431,1382,221600,392
16047,3,1642,351,1138,219500,340
16048,4,1711,348,1138,225000,325
16049,11,1833,388,1093,211800,363
16050,1,2660,616,1491,348600,602
16051,41,2304,558,1273,332100,512
16052,21,2684,574,1395,323800,549
16053,52,2236,484,1171,322100,467
16054,42,1845,336,1015,331300,337
16055,50,3260,653,1594,336100,632
16056,40,1382,230,708,339800,279
16057,49,2564,502,1092,329600,459
16058,48,2245,425,1091,331200,409
16059,51,1792,305,782,332700,287
16060,43,1351,270,650,339800,265
16061,2,1724,295,795,353600,297
16062,46,1637,304,729,323100,281
16063,26,2095,410,1126,318400,429
16064,62,2515,494,1583,317600,477
16065,41,2453,508,1056,311800,453
16066,21,2203,407,1052,329200,405
16067,52,2555,548,1285,314700,482
16068,42,2074,401,1136,331000,409
16069,50,2181,419,1041,320200,379
16070,40,2140,425,1105,308500,401
16071,49,2341,461,1092,297800,438
16072,48,2044,393,979,319100,378
16073,51,2387,424,1041,321200,408
16074,43,2226,385,1177,323800,416
16075,2,2189,433,1147,321300,420
16076,46,2285,435,1211,323100,442
16077,26,2166,423,1072,314300,370
16078,20,2841,517,1372,335000,517
16079,17,1190,182,497,438500,199
16080,36,1186,213,487,340800,207
16081,19,2442,449,1188,317700,436
16082,23,2302,457,1154,315200,424
16083,38,1597,240,566,500001,231
16084,35,2382,392,867,371500,376
16085,10,1937,336,742,369400,307
16086,16,1399,224,530,433300,235
16087,27,1821,292,742,406200,298
16088,39,3195,828,2410,350000,778
16089,31,1176,286,564,350000,258
16090,29,3850,1018,1497,400000,829
16091,22,1405,338,733,187500,342
16092,37,2403,638,1281,112500,603
16093,28,2018,422,1142,307700,463
16094,34,2108,456,1299,316200,447
16095,32,1993,410,1009,295600,374
16096,47,1408,295,891,296300,269
16097,44,1491,285,841,278800,306
16098,30,1672,344,838,291500,314
16099,18,2373,481,1247,283200,454
16100,45,2345,624,1439,268900,614
16101,33,2527,619,1332,274200,558
16102,24,2320,562,1499,260800,521
16103,15,2226,480,1272,284100,468
16104,14,1673,377,1078,272300,393
16105,13,1620,19,941,270200,328
16106,25,1819,14,1137,271800,354
16107,5,1592,325,920,272200,322
16108,12,1739,343,872,286300,330
16109,6,2310,445,1266,297800,490
16110,8,1771,349,1098,296600,342
16111,9,1472,275,820,300000,310
16112,7,2374,496,1087,275700,426
16113,3,2527,518,1434,275700,444
16114,4,2298,457,1429,272400,477
16115,11,2792,615,1640,272800,579
16116,1,1667,395,1041,273700,387
16117,41,2082,470,1154,268100,403
16118,21,2006,415,1230,271100,435
16119,52,2005,359,847,500001,356
16120,42,2165,580,1067,350000,530
16121,50,2594,622,1421,350000,593
16122,40,2059,416,999,500001,402
16123,49,3429,773,1584,500001,696
16124,48,1485,386,880,307100,385
